anime_id,name,episodes,rating,members,Action,Adventure,Cars,Comedy,Dementia,Demons,Drama,Fantasy,Game,Historical,Horror,Josei,Kids,Magic,MartialArts,Mecha,Military,Mystery,Parody,Police,Psychological,Romance,Samurai,School,SciFi,Seinen,Shoujo,ShoujoAi,Shounen,ShounenAi,SliceofLife,Space,Sports,SuperPower,Supernatural,Thriller,Vampire,Movie,Music,ONA,OVA,Special,TV
12355,Ookami Kodomo no Ame to Yuki,-0.2433301813618895,2.3183946283212893,3.7626054099508495,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1575,Code Geass: Hangyaku no Lelouch,0.26776571495237156,2.3085518635403894,12.618310078753014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
263,Hajime no Ippo,1.3325488322737487,2.3085518635403894,2.521559244389941,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
44,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,-0.17944319432260689,2.3085518635403894,2.0078661428940334,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,Cowboy Bebop,0.2890613772987991,2.2987090987594896,8.482992771512736,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
30276,One Punch Man,-0.009077895551186526,2.2987090987594896,9.671715157141278,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
164,Mononoke Hime,-0.2433301813618895,2.2888663339785897,5.8157659030185975,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7311,Suzumiya Haruhi no Shoushitsu,-0.2433301813618895,2.2888663339785897,4.018048328665311,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
17074,Monogatari Series: Second Season,0.2890613772987991,2.27902356919769,3.3961397252324423,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
21939,Mushishi Zoku Shou,-0.051669220244041615,2.27902356919769,1.5015443734965939,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
457,Mushishi,0.2890613772987991,2.259338039635888,5.099895454556614,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2001,Tengen Toppa Gurren Lagann,0.31035703964522665,2.259338039635888,9.861957103977403,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
245,Great Teacher Onizuka,0.6510876371880673,2.249495274854988,4.5286081612348426,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
32983,Natsume Yuujinchou Go,0.012217766795241019,2.2396525100740883,0.3698366154994406,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
5258,Hajime no Ippo: New Challenger,0.2890613772987991,2.2298097452931884,1.2777601489052801,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
28957,Mushishi Zoku Shou: Suzu no Shizuku,-0.2433301813618895,2.2298097452931884,0.2503196117702338,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
11665,Natsume Yuujinchou Shi,0.012217766795241019,2.2298097452931884,1.4486591407508318,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
431,Howl no Ugoku Shiro,-0.2433301813618895,2.2199669805122886,5.700396405556096,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11741,Fate/Zero 2nd Season,-0.009077895551186526,2.2101242157313883,5.841429730005154,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
31757,Kizumonogatari II: Nekketsu-hen,-0.2433301813618895,2.2101242157313883,0.2880093957921279,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
19,Monster,1.311253169927321,2.2002814509504884,4.14962751219201,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
12365,Bakuman. 3rd Season,0.26776571495237156,2.1904386861695886,2.0859805294804965,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1535,Death Note,0.523313663109502,2.1904386861695886,18.029374957698337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
32366,Gintama : Aizome Kaori-hen,-0.22203451901546198,2.170753156607787,-0.02712863495316647,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30654,Ansatsu Kyoushitsu (TV) 2nd Season,0.26776571495237156,2.1609103918268873,2.862143765548864,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20583,Haikyuu!!,0.26776571495237156,2.1609103918268873,4.818589483663746,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
19647,Hajime no Ippo: Rising,0.26776571495237156,2.1609103918268873,0.8749811451268548,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4282,Kara no Kyoukai 5: Mujun Rasen,-0.2433301813618895,2.1609103918268873,1.677641331711335,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
10379,Natsume Yuujinchou San,0.012217766795241019,2.151067627045987,1.5191305245226674,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
22135,Ping Pong The Animation,-0.03037355789761407,2.151067627045987,1.426128582690651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
21329,Mushishi Special: Hihamukage,-0.2433301813618895,2.141224862265087,0.5540474724368193,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
31043,Boku dake ga Inai Machi,-0.009077895551186526,2.1313820974841873,6.953613419200961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
7785,Yojouhan Shinwa Taikei,-0.03037355789761407,2.1313820974841873,1.8851434247141419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3297,Aria The Origination,0.012217766795241019,2.1215393327032874,0.6831091739937715,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
30709,Kamisama Hajimemashita: Kako-hen,-0.17944319432260689,2.1215393327032874,0.27125636829561084,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
6114,Rainbow: Nisha Rokubou no Shichinin,0.2890613772987991,2.1215393327032874,2.192004554307103,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
31240,Re:Zero kara Hajimeru Isekai Seikatsu,0.26776571495237156,2.1215393327032874,6.11067352110053,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
4565,Tengen Toppa Gurren Lagann Movie: Lagann-hen,-0.2433301813618895,2.1215393327032874,1.1556532176820173,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
5300,Zoku Natsume Yuujinchou,0.012217766795241019,2.1215393327032874,1.7337685016699367,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
9989,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,-0.03037355789761407,2.101853803141486,8.066630231926323,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
24415,Kuroko no Basket 3rd Season,0.26776571495237156,2.101853803141486,3.007940383221256,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
11577,Steins Gate Movie: Fuka Ryouiki no Deja vu,-0.2433301813618895,2.0920110383605857,3.1510021823509735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
10408,Hotarubi no Mori e,-0.2433301813618895,2.0920110383605857,3.241830758453712,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
28171,Shokugeki no Souma,0.246470052605944,2.0920110383605857,5.985922328239979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32995,Yuri!!! on Ice,-0.009077895551186526,2.0920110383605857,1.5346338667248498,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
21899,Gintama: Yorinuki Gintama-san on Theater 2D,-0.22203451901546198,2.082168273579686,-0.13295343458792253,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
26055,JoJo no Kimyou na Bouken: Stardust Crusaders 2nd Season,0.246470052605944,2.082168273579686,1.3621954074877263,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
7472,Gintama Movie: Shinyaku Benizakura-hen,-0.2433301813618895,2.072325508798786,0.5929688303719709,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
777,Hellsing Ultimate,-0.051669220244041615,2.072325508798786,5.053240536901448,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
22535,Kiseijuu: Sei no Kakuritsu,0.246470052605944,2.072325508798786,7.371551648941099,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28735,Shouwa Genroku Rakugo Shinjuu,0.012217766795241019,2.072325508798786,0.957188703836791,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12431,Uchuu Kyoudai,1.84364472858801,2.072325508798786,0.9873079305683672,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
28805,Bakemono no Ko,-0.2433301813618895,2.062482744017886,1.1297901655036104,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
578,Hotaru no Haka,-0.2433301813618895,2.062482744017886,2.8332198899683907,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16894,Kuroko no Basket 2nd Season,0.26776571495237156,2.062482744017886,4.072889590567423,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5028,Major S5,0.26776571495237156,2.062482744017886,0.18488319193789193,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
801,Ghost in the Shell: Stand Alone Complex 2nd GIG,0.2890613772987991,2.0526399792369863,1.7305084530760197,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31933,JoJo no Kimyou na Bouken: Diamond wa Kudakenai,0.5659049878023571,2.0526399792369863,1.0075202318506515,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
5205,Kara no Kyoukai 7: Satsujin Kousatsu (Kou),-0.2433301813618895,2.0526399792369863,1.3984362810234352,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
17389,Kingdom 2nd Season,0.5659049878023571,2.0526399792369863,0.23162866649844394,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
170,Slam Dunk,1.886236053280865,2.0427972144560864,1.1613945254835263,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
10162,Usagi Drop,-0.03037355789761407,2.0427972144560864,3.195030949749928,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18617,Girls und Panzer der Film,-0.2433301813618895,2.032954449675186,0.13033171213301684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
32182,Mob Psycho 100,-0.009077895551186526,2.032954449675186,3.1744020867028655,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
877,Nana,0.7362702865737775,2.032954449675186,3.238516375716563,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2251,Baccano!,0.012217766795241019,2.0231116848942845,6.244263067926811,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
24687,Mushishi Zoku Shou: Odoro no Michi,-0.2433301813618895,2.0231116848942845,0.2819239717501498,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
16498,Shingeki no Kyojin,0.26776571495237156,2.0231116848942845,15.897882741471198,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
10030,Bakuman. 2nd Season,0.26776571495237156,2.0132689201133847,2.410916817388619,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5941,Cross Game,0.8001572736130601,2.0132689201133847,0.6277970161836491,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
30346,Doukyuusei (Movie),-0.2433301813618895,2.0132689201133847,0.18870469334520557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
3784,Evangelion: 2.0 You Can (Not) Advance,-0.2433301813618895,2.0132689201133847,2.9662660953623523,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13125,Shinsekai yori,0.26776571495237156,2.0132689201133847,4.888825419481576,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12029,Uchuu Senkan Yamato 2199,0.2890613772987991,2.0132689201133847,0.4668773953116985,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
14397,Chihayafuru 2,0.26776571495237156,2.003426155332485,1.2248568047784407,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
10087,Fate/Zero,0.012217766795241019,1.9935833905515847,7.881803588032317,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
14719,JoJo no Kimyou na Bouken (TV),0.2890613772987991,1.9935833905515847,3.110668136691791,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
9756,Mahou Shoujo Madoka Magica,-0.009077895551186526,1.9935833905515847,8.051036332818756,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
10165,Nichijou,0.2890613772987991,2.003426155332485,4.274125145717479,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
13601,Psycho-Pass,0.20387872791308892,1.9837406257706849,8.886604898820718,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22789,Barakamon,-0.009077895551186526,1.9837406257706849,3.7577877825842836,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
30230,Diamond no Ace: Second Season,0.8214529359594877,1.9837406257706849,0.36378741421961713,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
18115,Magi: The Kingdom of Magic,0.26776571495237156,1.9837406257706849,4.103697049779938,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11981,Mahou Shoujo Madoka Magica Movie 3: Hangyaku no Monogatari,-0.2433301813618895,1.9837406257706849,2.1242861004590194,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
11917,Major: World Series,-0.22203451901546198,1.9837406257706849,-0.09127914672901893,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
